City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
249,Boa Vista,BR,2022-02-03 23:58:14,2.8197,-60.6733,85.98,51,20,6.91
250,Acarau,BR,2022-02-03 23:59:02,-2.8856,-40.12,79.99,80,59,14.25
251,Bousso,TD,2022-02-03 23:59:03,10.4795,16.7117,70.97,12,38,9.17
252,Sistranda,NO,2022-02-03 23:59:03,63.7256,8.834,37.36,69,100,16.26
253,Indiaroba,BR,2022-02-03 23:59:04,-11.5192,-37.5117,77.49,81,54,4.41
254,Vardo,NO,2022-02-03 23:59:05,70.3705,31.1107,26.76,65,100,15.23
255,Manaure,CO,2022-02-03 23:59:05,11.7751,-72.4445,80.71,71,0,21.54
256,Lubango,AO,2022-02-03 23:55:52,-14.9172,13.4925,60.64,56,33,0.76
257,Bambous Virieux,MU,2022-02-03 23:59:06,-20.3428,57.7575,80.85,89,75,25.32
258,Cap Malheureux,MU,2022-02-03 23:59:06,-19.9842,57.6142,81.09,84,100,14.0
259,Maceio,BR,2022-02-03 23:59:06,-9.6658,-35.7353,80.04,83,20,4.61
260,Lima,PE,2022-02-03 23:58:13,-12.0432,-77.0282,71.85,77,0,3.0
261,Crossville,US,2022-02-03 23:58:55,35.949,-85.0269,58.51,98,100,8.99
262,Pitimbu,BR,2022-02-03 23:58:01,-7.4706,-34.8086,82.99,77,68,12.88
263,Batavia,US,2022-02-03 23:59:08,41.85,-88.3126,24.91,78,100,4.0
264,Visby,SE,2022-02-03 23:59:08,57.6409,18.296,36.05,93,100,12.66
265,Tselinnoye,RU,2022-02-03 23:59:08,53.0833,85.6667,-4.79,100,100,1.74
266,Opuwo,NA,2022-02-03 23:57:13,-18.0607,13.84,65.03,55,6,4.03
267,Ati,TD,2022-02-03 23:59:09,13.2154,18.3353,64.08,15,13,12.77
268,Nosy Varika,MG,2022-02-03 23:59:09,-20.5833,48.5333,74.26,95,100,12.08
269,Dolores,AR,2022-02-03 23:59:10,-36.3132,-57.6792,66.76,88,63,4.38
270,Moron,AR,2022-02-03 23:59:10,-34.6534,-58.6198,75.09,87,74,4.36
271,Port Said,EG,2022-02-03 23:59:12,31.2565,32.2841,55.38,67,0,11.5
272,Melchor De Mencos,GT,2022-02-03 23:59:12,17.0686,-89.1522,91.4,58,20,0.0
273,Raudeberg,NO,2022-02-03 23:59:13,61.9875,5.1352,38.98,94,100,8.99
274,Codrington,AU,2022-02-03 23:59:13,-38.2667,141.9667,65.82,60,88,14.45
275,Saiha,IN,2022-02-03 23:59:14,22.4833,92.9667,50.34,71,1,4.36
276,Spodnja Idrija,SI,2022-02-04 00:00:17,46.0319,14.0272,42.93,82,100,4.7
277,Nantucket,US,2022-02-03 23:56:36,41.2835,-70.0995,47.03,100,100,10.36
278,Chirongui,YT,2022-02-04 00:00:20,-12.9319,45.1483,82.33,77,100,10.78
279,Hobyo,SO,2022-02-04 00:00:21,5.3505,48.5268,75.27,76,47,16.49
280,Sorland,NO,2022-02-04 00:00:24,67.667,12.6934,26.44,68,100,37.51
281,Mitsamiouli,KM,2022-02-04 00:00:26,-11.3847,43.2844,82.09,76,99,9.86
282,Meulaboh,ID,2022-02-03 23:57:05,4.1363,96.1285,74.84,88,93,4.05
283,Benguela,AO,2022-02-04 00:00:27,-12.5763,13.4055,74.64,74,75,1.54
284,Nacala,MZ,2022-02-04 00:00:29,-14.5428,40.6728,76.64,87,74,3.44
285,Geraldton,AU,2022-02-04 00:00:29,-28.7667,114.6,91.81,14,0,19.57
286,Skibbereen,IE,2022-02-04 00:00:31,51.55,-9.2667,43.11,88,100,12.08
287,Baykit,RU,2022-02-04 00:00:32,61.67,96.37,15.44,96,100,4.21
288,Ardakan,IR,2022-02-04 00:00:32,32.31,54.0175,47.82,27,1,6.04
289,Hauterive,FR,2022-02-03 23:56:30,46.0901,3.4459,40.78,92,18,1.16
290,Tevriz,RU,2022-02-04 00:00:33,57.509,72.4042,22.68,93,100,13.11
291,Baixa Grande,BR,2022-02-04 00:00:34,-11.9597,-40.1681,77.58,68,77,8.34
292,Olafsvik,IS,2022-02-04 00:00:35,64.8945,-23.7142,27.34,70,95,30.87
293,Rairangpur,IN,2022-02-04 00:00:35,22.2676,86.1751,62.71,91,2,4.05
294,Chapais,CA,2022-02-03 23:57:01,49.7834,-74.8492,-15.02,98,94,2.53
295,Ilo,PE,2022-02-04 00:00:37,-17.6394,-71.3375,69.28,80,99,3.53
296,Plettenberg Bay,ZA,2022-02-04 00:00:38,-34.0527,23.3716,64.31,81,99,7.31
297,Skagen,DK,2022-02-04 00:00:38,57.7209,10.5839,43.09,93,99,17.6
298,Masalli,KR,2022-02-04 00:00:38,34.7959,126.6553,32.77,53,28,7.23
299,Cayenne,GF,2022-02-04 00:00:39,4.9333,-52.3333,79.09,88,100,4.0
300,Walvis Bay,NA,2022-02-03 23:59:26,-22.9575,14.5053,68.09,81,0,11.21
301,Harfleur,FR,2022-02-04 00:00:40,49.5066,0.1983,47.61,93,100,11.5
302,Balcauti,RO,2022-02-04 00:00:40,47.8915,26.0728,30.67,82,22,4.21
303,Augusta,DE,2022-02-04 00:00:41,48.3667,10.8833,42.6,91,100,2.3
304,Santa Maria Do Suacui,BR,2022-02-04 00:00:41,-18.1903,-42.4142,70.74,95,87,1.99
305,Pyu,MM,2022-02-04 00:00:42,18.4833,96.4333,55.15,55,32,4.63
306,Mingoyo,TZ,2022-02-04 00:00:42,-10.1,39.6333,73.62,98,67,3.13
307,Marawi,PH,2022-02-04 00:00:43,7.9986,124.2928,67.64,87,99,2.19
308,Hambantota,LK,2022-02-04 00:00:43,6.1241,81.1185,72.99,86,0,6.82
309,Barranca,PE,2022-02-04 00:00:44,-10.75,-77.7667,72.0,76,44,8.61
310,La Belgica,BO,2022-02-04 00:00:44,-17.55,-63.2167,76.15,82,21,8.28
311,Llanes,ES,2022-02-04 00:00:45,43.4198,-4.7549,50.27,78,100,3.98
312,Riyadh,SA,2022-02-04 00:00:00,24.6877,46.7219,62.74,36,0,8.79
313,Ambatondrazaka,MG,2022-02-04 00:00:45,-17.8333,48.4167,64.17,94,100,3.44
314,Itambe,BR,2022-02-04 00:00:46,-15.245,-40.6244,71.38,76,94,2.04
315,Salinopolis,BR,2022-02-04 00:00:46,-0.6136,-47.3561,78.91,82,93,11.1
316,Mbanza-Ngungu,CD,2022-02-04 00:00:47,-5.25,14.8667,67.68,95,100,2.91
317,Novichikha,RU,2022-02-04 00:00:48,52.204,81.3877,-5.04,100,98,4.94
318,Disna,BY,2022-02-04 00:00:48,55.568,28.1971,4.84,100,84,3.09
319,Kalka,IN,2022-02-04 00:00:49,30.8344,76.9333,47.17,93,100,2.93
320,Houma,US,2022-02-04 00:00:50,29.5958,-90.7195,52.0,89,85,8.99
321,Calvinia,ZA,2022-02-03 23:57:04,-31.4707,19.776,63.25,66,0,3.91
322,Kokino,RU,2022-02-04 00:01:50,52.4964,34.7808,20.39,97,98,6.89
323,Saint-Augustin,CA,2022-02-04 00:01:51,51.226,-58.6502,15.75,73,100,19.01
324,Coromandel,BR,2022-02-04 00:01:52,-18.4733,-47.2003,68.13,90,72,2.55
325,Shelburne,CA,2022-02-03 23:59:47,44.0787,-80.2041,12.18,86,100,12.55
326,Bengkulu,ID,2022-02-04 00:01:52,-3.8004,102.2655,75.96,88,100,2.33
327,Sumbe,AO,2022-02-04 00:01:53,-11.2061,13.8437,74.95,79,89,5.35
328,Sinnamary,GF,2022-02-04 00:01:53,5.3833,-52.95,76.26,90,83,10.31
329,San Juan,AR,2022-02-04 00:01:54,-31.5375,-68.5364,84.27,31,20,7.61
330,Lincoln,US,2022-02-03 23:59:13,40.8,-96.667,19.0,35,4,1.01
331,Fomboni,KM,2022-02-04 00:01:54,-12.28,43.7425,82.47,76,80,9.82
332,Usinsk,RU,2022-02-03 23:58:01,65.9939,57.5281,15.85,96,100,8.08
333,Mehamn,NO,2022-02-04 00:01:55,71.0357,27.8492,21.18,79,100,12.86
334,Labuhan,ID,2022-02-04 00:01:55,-6.8844,112.2051,77.79,85,99,6.82
335,Paamiut,GL,2022-02-04 00:01:56,61.994,-49.6678,18.36,95,100,4.07
336,Raga,SS,2022-02-04 00:01:56,8.4596,25.678,74.25,21,81,3.62
337,Macamic,CA,2022-02-04 00:01:57,48.7502,-78.9996,-16.85,97,100,2.53
338,Tiznit,MA,2022-02-04 00:01:57,29.5833,-9.5,63.61,27,83,6.53
339,Matara,LK,2022-02-04 00:01:58,5.9485,80.5353,71.92,89,2,4.43
340,Dovolnoye,RU,2022-02-04 00:01:58,54.4958,79.6671,3.31,97,27,7.96
341,Pangoa,PE,2022-02-04 00:01:59,-12.1167,-73.0,69.53,98,73,1.05
342,Esik,KZ,2022-02-04 00:01:59,43.3552,77.4525,17.02,69,35,6.51
343,Hami,CN,2022-02-04 00:02:00,42.8,93.45,21.81,37,16,2.28
344,Chulumani,BO,2022-02-04 00:02:00,-16.4096,-67.5263,64.99,98,96,1.45
345,Bilma,NE,2022-02-04 00:02:00,18.6853,12.9164,55.62,25,1,16.06
346,Muravlenko,RU,2022-02-04 00:02:01,63.7898,74.523,15.33,96,100,7.45
347,Corum,TR,2022-02-04 00:02:01,40.5,34.75,30.7,98,100,4.45
348,Strelka,RU,2022-02-04 00:02:02,58.0728,93.0344,12.63,94,100,6.15
349,Mangaratiba,BR,2022-02-04 00:02:02,-22.9597,-44.0406,78.03,92,91,2.77
350,Pangody,RU,2022-02-04 00:02:02,65.85,74.4859,2.91,98,99,5.79
351,Along,IN,2022-02-04 00:02:03,28.1667,94.7667,46.13,93,89,2.01
352,Navrongo,GH,2022-02-04 00:02:04,10.8956,-1.0921,73.56,11,3,6.35
353,Takab,IR,2022-02-04 00:02:04,36.4009,47.1133,25.54,64,61,2.21
354,Methoni,GR,2022-02-04 00:02:05,36.8197,21.7049,39.06,55,36,5.68
355,Chute-Aux-Outardes,CA,2022-02-04 00:02:05,49.1168,-68.399,4.59,73,100,8.99
356,Filimonovo,RU,2022-02-04 00:02:05,56.2011,95.4611,-1.46,94,95,5.12
357,Finnsnes,NO,2022-02-04 00:02:06,69.2296,17.9811,21.16,94,53,9.04
358,Rio Grande,BR,2022-02-04 00:02:06,-32.035,-52.0986,76.59,86,48,9.19
359,Kabo,CF,2022-02-04 00:02:07,7.6994,18.629,72.54,18,68,6.33
360,Ugoofaaru,MV,2022-02-04 00:02:07,5.6667,73.0,80.37,76,45,9.93
361,Muscatine,US,2022-02-04 00:02:08,41.4667,-91.1335,16.34,51,0,3.0
362,Sao Joao Da Barra,BR,2022-02-04 00:02:08,-21.6403,-41.0511,74.32,94,99,7.56
363,Westport,US,2022-02-04 00:01:26,41.1415,-73.3579,46.99,96,100,4.0
364,Floro,NO,2022-02-04 00:02:09,61.5996,5.0328,40.23,93,100,26.46
365,Verkhnyaya Inta,RU,2022-02-04 00:02:10,65.9811,60.3094,16.18,96,100,4.47
366,Tarabuco,BO,2022-02-04 00:02:10,-19.1667,-64.9167,53.87,74,94,3.85
367,Quimperle,FR,2022-02-04 00:02:10,47.8667,-3.55,49.95,81,100,5.75
368,Sakakah,SA,2022-02-04 00:03:11,29.9697,40.2064,54.27,48,0,14.63
369,Sancti Spiritus,CU,2022-02-04 00:03:12,21.9297,-79.4425,75.61,71,77,12.37
370,Goderich,CA,2022-02-04 00:02:43,43.7501,-81.7165,15.91,86,100,16.49
371,Hualmay,PE,2022-02-04 00:03:12,-11.0964,-77.6139,71.96,77,28,10.38
372,Kolokani,ML,2022-02-04 00:03:13,13.5728,-8.0339,66.43,15,3,8.1
373,Bonthe,SL,2022-02-04 00:03:13,7.5264,-12.505,76.73,88,2,4.81
374,Riedlingen,DE,2022-02-04 00:03:14,48.1545,9.4756,41.32,93,100,3.0
375,Bhitarwar,IN,2022-02-04 00:03:15,25.8,78.1167,52.38,67,0,4.97
376,Americus,US,2022-02-04 00:03:15,32.0724,-84.2327,73.53,64,100,11.5
377,Chibuto,MZ,2022-02-04 00:03:16,-24.6867,33.5306,75.36,78,0,6.31
378,Belmonte,BR,2022-02-04 00:03:16,-15.8631,-38.8828,78.21,81,19,6.69
379,Dwarka,IN,2022-02-03 23:58:26,22.2394,68.9678,67.71,48,3,7.18
380,Caraballeda,VE,2022-02-04 00:03:17,10.6112,-66.8522,78.87,78,40,5.75
381,Omboue,GA,2022-02-04 00:03:17,-1.5746,9.2618,76.53,86,97,4.16
382,Altay,CN,2022-02-04 00:03:17,47.8667,88.1167,3.9,62,3,7.47
383,Ribeira Brava,PT,2022-02-04 00:03:18,32.65,-17.0667,67.01,80,53,4.43
384,Matamoros,MX,2022-02-04 00:03:18,25.5333,-103.25,73.51,25,20,11.5
385,Tahoua,NE,2022-02-04 00:03:19,14.8888,5.2692,60.75,17,0,16.42
386,Diamantino,BR,2022-02-04 00:03:19,-14.4086,-56.4461,73.92,90,82,2.55
387,Uch,FR,2022-02-04 00:03:20,45.3192,-0.9345,49.55,85,100,5.28
388,Chimore,BO,2022-02-04 00:03:20,-16.9833,-65.1333,73.4,97,66,1.81
389,Senekal,ZA,2022-02-04 00:03:20,-28.3197,27.6208,64.62,81,11,4.81
390,Bhindar,IN,2022-02-04 00:03:21,24.5,74.1833,50.43,46,0,2.75
391,Naifaru,MV,2022-02-04 00:03:21,5.4444,73.3657,80.44,73,41,4.63
392,Andros,GR,2022-02-04 00:03:22,37.8333,24.9333,48.76,51,70,39.37
393,Berlevag,NO,2022-02-04 00:03:22,70.8578,29.0864,23.22,78,100,15.48
394,Kharitonovo,RU,2022-02-04 00:03:23,61.4009,47.4978,5.0,100,94,3.09
395,Uige,AO,2022-02-04 00:03:23,-7.6087,15.0613,66.02,94,100,0.74
396,Quechultenango,MX,2022-02-04 00:03:23,17.4167,-99.2167,76.32,47,0,5.44
397,Bolotnoye,RU,2022-02-04 00:03:24,55.6717,84.3981,1.58,98,97,7.38
398,Mutare,ZW,2022-02-04 00:03:24,-18.9707,32.6709,65.44,90,39,1.77
399,Jalu,LY,2022-02-04 00:03:25,29.0331,21.5482,52.02,54,25,15.46
400,Axim,GH,2022-02-04 00:03:16,4.8699,-2.2405,79.2,85,5,7.0
401,Liverpool,GB,2022-02-03 23:59:40,53.4106,-2.9779,51.76,90,75,8.99
402,Ofaqim,IL,2022-02-04 00:03:25,31.3141,34.6203,52.74,63,7,11.72
403,Podor,MR,2022-02-04 00:03:26,16.6527,-14.9587,76.53,9,0,10.96
404,Ghanzi,BW,2022-02-04 00:03:26,-21.5667,21.7833,67.69,87,71,7.18
405,Lhokseumawe,ID,2022-02-04 00:03:27,5.1801,97.1507,75.0,88,51,4.7
406,Iskateley,RU,2022-02-04 00:03:17,67.6803,53.1512,1.33,98,99,3.69
407,Prenzlau,DE,2022-02-04 00:03:28,53.3167,13.8667,45.34,95,100,9.08
408,Daytona Beach,US,2022-02-04 00:03:28,29.2108,-81.0228,73.13,77,20,5.75
409,Tonantins,BR,2022-02-04 00:03:29,-2.8731,-67.8022,74.32,96,100,2.21
410,Bukama,CD,2022-02-04 00:03:29,-9.2,25.85,67.91,99,100,2.95
411,Lokvine,BA,2022-02-04 00:03:30,44.2047,17.8564,30.51,86,89,3.58
412,Imbituba,BR,2022-02-04 00:02:25,-28.24,-48.6703,74.39,89,29,16.31
413,Palaikastron,GR,2022-02-04 00:04:31,35.2,26.25,49.75,79,100,35.01
414,San Antonio Ilotenango,GT,2022-02-04 00:04:32,15.0547,-91.2297,62.78,74,31,3.87
415,Kudahuvadhoo,MV,2022-02-04 00:04:32,2.6708,72.8944,80.91,71,56,6.6
416,High Rock,BS,2022-02-04 00:02:46,26.6208,-78.2833,73.42,69,0,15.03
417,Antalaha,MG,2022-02-04 00:04:33,-14.9003,50.2788,75.51,86,100,4.72
418,Buta,CD,2022-02-04 00:04:34,2.7858,24.73,75.4,36,96,2.86
419,Kizema,RU,2022-02-04 00:04:34,61.113,44.8302,-5.58,100,93,2.44
420,Senno,RU,2022-02-04 00:04:34,59.5336,33.9167,-5.49,100,99,2.15
421,Podgornoye,RU,2022-02-04 00:04:35,51.735,39.1496,25.02,100,100,4.47
422,Balykshi,KZ,2022-02-04 00:04:35,47.0667,51.8667,35.6,87,95,24.61
423,Chechat,IN,2022-02-04 00:04:36,24.7667,75.8833,54.14,53,0,6.22
424,San Borja,BO,2022-02-04 00:04:36,-14.8167,-66.85,76.23,87,85,2.08
425,Gaoual,GN,2022-02-04 00:04:37,11.75,-13.2,74.88,15,0,2.15
426,Port-Gentil,GA,2022-02-04 00:04:37,-0.7193,8.7815,80.02,77,57,5.91
427,Bhainsa,IN,2022-02-04 00:04:37,26.9548,76.9012,49.89,72,0,7.25
428,Amapa,BR,2022-02-04 00:04:38,1.0,-52.0,73.02,98,100,3.6
429,Menongue,AO,2022-02-04 00:04:38,-14.6585,17.691,60.62,97,100,4.43
430,Puerto El Triunfo,SV,2022-02-04 00:04:39,13.2833,-88.55,80.76,71,2,6.93
431,Anzio,IT,2022-02-04 00:04:39,41.4853,12.6179,51.31,77,75,11.54
432,Shetpe,KZ,2022-02-04 00:04:39,44.1667,52.1167,42.6,53,86,17.67
433,Bayan,CN,2022-02-04 00:04:40,46.0833,127.4,-11.49,99,92,4.36
434,Grindavik,IS,2022-02-04 00:04:40,63.8424,-22.4338,25.27,74,75,13.8
435,Vallenar,CL,2022-02-04 00:03:00,-28.5708,-70.7581,72.05,43,0,5.28
436,Edgewater,US,2022-02-04 00:04:41,28.9889,-80.9023,73.78,78,0,9.22
437,Yenagoa,NG,2022-02-04 00:04:41,4.9247,6.2642,77.67,82,7,2.17
438,Shache,CN,2022-02-04 00:04:42,38.4167,77.2406,25.2,46,100,2.37
439,Muri,IN,2022-02-04 00:04:42,23.3667,85.8667,67.23,90,40,3.53
440,Colares,PT,2022-02-04 00:04:43,38.7992,-9.4469,55.33,75,100,1.01
441,Devanhalli,IN,2022-02-04 00:04:43,13.2325,77.6992,64.63,94,40,5.75
442,Camara De Lobos,PT,2022-02-04 00:04:43,32.6333,-16.9667,67.01,86,40,5.01
443,Warri,NG,2022-02-04 00:04:44,5.5167,5.75,78.01,81,50,2.3
444,Najran,SA,2022-02-04 00:04:45,17.4924,44.1277,59.14,34,9,3.8
445,La Serena,CL,2022-02-04 00:02:33,-29.9078,-71.2542,64.56,79,8,4.12
446,La Suiza,CR,2022-02-04 00:04:46,9.8524,-83.6133,74.7,97,65,2.1
447,Hollabrunn,AT,2022-02-04 00:04:46,48.55,16.0833,40.44,82,100,1.68
448,Balintore,GB,2022-02-04 00:04:46,57.7556,-3.9123,37.42,83,50,22.1
449,Coquimbo,CL,2022-02-04 00:01:44,-29.9533,-71.3436,64.63,80,4,7.49
450,Kozhva,RU,2022-02-04 00:04:47,65.1073,57.0459,14.4,97,100,4.61
451,Yar-Sale,RU,2022-02-04 00:04:48,66.8333,70.8333,-10.14,100,99,5.01
452,Terra Santa,BR,2022-02-04 00:04:48,-2.1042,-56.4869,77.49,75,78,2.37
453,Kodinar,IN,2022-02-04 00:04:49,20.7903,70.7031,61.43,48,3,6.91
454,Bay City,US,2022-02-04 00:04:49,43.5945,-83.8889,16.36,69,0,8.99
455,Cordoba,AR,2022-02-04 00:04:49,-31.4135,-64.1811,74.43,82,20,5.75
456,Balsas,BR,2022-02-04 00:04:50,-7.5325,-46.0356,77.22,74,98,1.36
457,Plouzane,FR,2022-02-04 00:04:50,48.3833,-4.6167,48.38,81,100,9.22
458,Myitkyina,MM,2022-02-04 00:05:51,25.3833,97.4,50.61,85,60,3.42
459,Rocha,UY,2022-02-04 00:05:51,-34.4833,-54.3333,70.88,96,100,4.85
460,Vuktyl,RU,2022-02-04 00:05:51,63.8567,57.3094,13.96,96,100,4.76
461,Quthing,LS,2022-02-04 00:05:52,-30.4,27.7003,64.24,81,47,4.92
462,Igrim,RU,2022-02-04 00:05:52,63.1906,64.4162,8.78,97,100,0.85
463,Rio Tercero,AR,2022-02-04 00:05:53,-32.173,-64.1141,75.79,70,37,2.91
464,Wattegama,LK,2022-02-04 00:05:53,6.7989,81.4808,67.69,93,0,2.82
465,Copiapo,CL,2022-02-04 00:05:53,-27.3667,-70.3333,71.13,46,0,5.14
466,Atouguia Da Baleia,PT,2022-02-04 00:05:54,39.3381,-9.3263,55.36,95,100,1.43
467,Loandjili,CG,2022-02-04 00:03:15,-4.7561,11.8578,77.79,77,98,3.85
468,Saint-Joseph,RE,2022-02-04 00:05:54,-21.3667,55.6167,77.36,92,100,29.75
469,Yaan,NG,2022-02-04 00:05:46,7.3833,8.5667,80.28,13,37,9.24
470,Palencia,ES,2022-02-04 00:05:55,42.4167,-4.5,41.92,75,100,2.39
471,Raduzhnyy,RU,2022-02-04 00:05:55,62.0961,77.475,18.64,95,100,10.49
472,Zapolyarnyy,RU,2022-02-04 00:05:56,69.4154,30.8136,-1.12,99,100,3.33
473,Hovd,MN,2022-02-04 00:05:56,48.0056,91.6419,-10.1,81,21,3.74
474,Kihurio,TZ,2022-02-04 00:05:57,-4.4667,38.0667,71.55,90,100,4.79
475,Hurghada,EG,2022-02-04 00:05:57,27.2574,33.8129,56.59,41,0,13.82
476,Nadym,RU,2022-02-04 00:05:57,65.5333,72.5167,2.53,99,97,6.91
477,Shubarkuduk,KZ,2022-02-04 00:05:58,49.1447,56.4872,22.1,79,100,15.35
478,Cabedelo,BR,2022-02-04 00:05:58,-6.9811,-34.8339,83.07,73,88,12.46
479,Ondangwa,NA,2022-02-04 00:05:59,-17.9167,15.95,78.3,35,65,14.83
480,Cascais,PT,2022-02-04 00:01:08,38.6979,-9.4215,55.51,74,100,1.01
481,Boende,CD,2022-02-04 00:05:59,-0.2167,20.8667,66.61,96,90,2.62
482,Yemelyanovo,RU,2022-02-04 00:06:00,56.1681,92.6767,-4.99,84,0,0.0
483,Biankouma,CI,2022-02-04 00:06:00,7.7391,-7.6138,67.78,16,0,0.94
484,Quincy,US,2022-02-04 00:06:01,42.2529,-71.0023,45.43,96,100,0.0
485,Margate,GB,2022-02-04 00:03:16,51.3813,1.3862,48.96,86,99,17.76
486,Prado,BR,2022-02-04 00:05:07,-17.3411,-39.2208,77.59,86,60,7.07
487,Sao Domingos Do Maranhao,BR,2022-02-04 00:06:01,-5.5758,-44.3853,75.61,84,92,1.41
488,Teguise,ES,2022-02-04 00:06:02,29.0605,-13.564,66.42,64,0,14.97
489,Bay Roberts,CA,2022-02-04 00:06:02,47.5999,-53.2648,38.03,82,100,11.01
490,Takhatgarh,IN,2022-02-04 00:06:03,25.3333,73.0,54.12,41,0,5.41
491,Zlobin,HR,2022-02-04 00:06:03,45.2924,14.6541,36.7,78,0,5.75
492,Maldonado,UY,2022-02-04 00:01:27,-34.6667,-54.9167,73.22,96,100,3.44
493,Aranos,NA,2022-02-04 00:06:04,-24.1333,19.1167,73.94,43,23,9.62
494,Manavalakurichi,IN,2022-02-04 00:06:04,8.1333,77.3,78.89,90,31,5.82
495,Dudinka,RU,2022-02-04 00:06:05,69.4058,86.1778,-21.91,100,91,3.96
496,Beni Mazar,EG,2022-02-04 00:04:08,28.4962,30.8029,51.69,50,12,11.83
497,Bud,US,2022-02-04 00:06:06,39.447,-86.1758,21.85,92,100,17.98
